Message,ID,ProviderName,LogName,MachineName,TimeCreated,ContainerLog,LevelDisplayName,CreatedDate
The login packet used to open the connection is structurally invalid; the connection has been closed. Please contact the vendor of the client library. [CLIENT: 10.18.135.89],615,MSSQLSERVER,Application,AWSDBSQ62PV,2025-11-14 23:15:27,Application,Error,2025-11-14 09:37:48.707000000
The Python service control handler failed. <Error getting traceback - traceback.print_exception() failed %2: %3,11,AwsReplicationDriverLogger,Application,AWSDBSQ62PV,2025-11-14 08:02:46,Application,Error,2025-11-14 09:37:48.707000000
The ThreatLocker Service service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 0 milliseconds: Restart the service.,7031,Service Control Manager,System,LX1APDS02PV,2025-11-14 15:40:49,System,Error,2025-11-14 09:37:48.707000000
The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID {F87B28F1-DA9A-4F35-8EC0-800EFCF26B83} and APPID {0868DC9B-D9A2-4F64-9362-133CEA201299} to the user NT AUTHORITY\NETWORK SERVICE SID (S-1-5-20) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.,10016,Microsoft-Windows-DistributedCOM,System,LX1APDS02PV,2025-11-14 21:26:35,System,Warning,2025-11-14 09:37:48.710000000
Syslog connection failed; fd='1304' server='AF_INET(10.13.87.40:3515)' error='A connection attempt failed because the connected party did not properly respond after a period of time or established connection failed because connected host has failed to respond.\x0d\x0a' time_reopen='60',35,syslog-ng Agent,Application,AWSDBSQ48PV,2025-11-14 11:16:10,Application,Error,2025-11-14 09:37:48.710000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,HC1DBSQ45PV,2025-11-14 23:59:49,system,Error,2025-11-14 09:37:48.710000000
A service process other than the one launched by the Service Control Manager connected when starting the AmazonCloudWatchAgent service.  The Service Control Manager launched process 5424 and process 9200 connected instead.  Note that if this service is configured to start under a debugger this behavior is expected.,7039,Service Control Manager,System,AWSDBSQ50PV,2025-11-14 21:00:20,System,Warning,2025-11-14 09:37:48.710000000
Time Provider NtpClient: No valid response has been received from domain controller LD1DCCG1PV.thecarlylegroup.local after 8 attempts to contact it. This domain controller will be discarded as a time source and NtpClient will attempt to discover a new domain controller from which to synchronize. The error was: The peer is unreachable. ,24,Microsoft-Windows-Time-Service,System,LX1APDS01PV,2025-11-14 15:34:45,System,Warning,2025-11-14 09:37:48.710000000
Windows failed to apply the Group Policy Scheduled Tasks settings. Group Policy Scheduled Tasks settings might have its own log file. Please click on the "More information" link.,1085,Microsoft-Windows-GroupPolicy,System,HC1DBSQ57PV,2025-11-14 01:10:48,System,Warning,2025-11-14 09:37:48.713000000
A provider PolicyAgentInstanceProvider has been registered in the Windows Management Instrumentation namespace ROOT\ccm\policy\S_1_5_21_324961657_632912395_1552108596_1002 to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.,63,Microsoft-Windows-WMI,Application,LX1APDS02PV,2025-11-14 13:51:42,Application,Warning,2025-11-14 09:37:48.713000000
Certificate for local system with Thumbprint 29 14 e5 d1 98 e5 a0 84 f8 b7 86 b7 17 f6 cb 0f 80 0f 60 46 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,AWSDBSQ48PV,2025-11-14 23:50:41,Application,Warning,2025-11-14 09:37:48.713000000
The server service was unable to recreate the share Saisbackup because the directory E:\Saisbackup no longer exists.  Please run "net share Saisbackup /delete" to delete the share or recreate the directory E:\Saisbackup.,2511,Server,System,AWSDBSQ62PV,2025-11-14 20:12:11,System,Warning,2025-11-14 09:37:48.717000000
Time Provider NtpClient: No valid response has been received from manually configured peer time.windows.com0x8 after 8 attempts to contact it. This peer will be discarded as a time source and NtpClient will attempt to discover a new peer with this DNS name. The error was: The peer is unreachable. ,50,Microsoft-Windows-Time-Service,System,AWSDBSQ51PV,2025-11-14 23:55:08,System,Warning,2025-11-14 09:37:48.717000000
The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.,10010,Microsoft-Windows-DistributedCOM,System,HC1DBSQ60PV,2025-11-14 16:42:19,System,Error,2025-11-14 09:37:48.720000000
Microsoft Windows Server has detected that NTLM authentication is presently being used between clients and this server. This event occurs once per boot of the server on the first time a client uses NTLM with this server. NTLM is a weaker authentication mechanism. Please check:       Which applications are using NTLM authentication?      Are there configuration issues preventing the use of stronger authentication such as Kerberos authentication?      If NTLM must be supported is Extended Protection configured? Details on how to complete these checks can be found at http://go.microsoft.com/fwlink/?LinkId=225699.,6038,LsaSrv,System,LX1APDS02PV,2025-11-14 20:32:26,System,Warning,2025-11-14 09:37:48.720000000
taskhostw (15260R98) WebCacheLocal: An attempt to open the file "C:\Users\Administrator\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat" for read / write access failed with system error 5 (0x00000005): "Access is denied. ".  The open file operation will fail with error -1032 (0xfffffbf8).,490,ESENT,Application,AWSDBSQ51PV,2025-11-14 21:00:32,Application,Error,2025-11-14 09:37:48.720000000
SSL error while writing stream; tls_error='SSL routines:tls_process_server_certificate:certificate verify failed',154,syslog-ng Agent,Application,LX1APDS01PV,2025-11-14 14:57:29,Application,Error,2025-11-14 09:37:48.720000000
VMCI: Not supported in Safe Boot Mode.,2,vmci,System,HC1DBSQ27PV,2025-11-14 03:04:18,System,Warning,2025-11-14 09:37:48.720000000
Application 'C:\Windows\System32\wbem\WmiPrvSE.exe' (pid 5176) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,HC1DBSQ70PV,2025-11-14 22:10:44,Application,Warning,2025-11-14 09:37:48.720000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,HC1DBSQ35PV,2025-11-14 22:31:49,System,Error,2025-11-14 09:37:48.723000000
Name resolution for the name sqs.us-east-1.amazonaws.com timed out after none of the configured DNS servers responded.,1014,Microsoft-Windows-DNS-Client,System,HC1DBSQ60PV,2025-11-14 23:03:01,System,Warning,2025-11-14 09:37:48.723000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,HC1DBSQ70PV,2025-11-14 03:50:33,System,Warning,2025-11-14 09:37:48.727000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,AWSDBSQ62PV,2025-11-14 23:45:11,System,Warning,2025-11-14 09:37:48.727000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,LD5AIDBSQ01PV,2025-11-14 06:38:47,System,Warning,2025-11-14 09:37:48.727000000
Unable to start "vmGuestLibrary". Error: "VMware Guest API is not running in a Virtual Machine" (2).,259,vmStatsProvider,Application,LD5AIDBSQ01PV,2025-11-14 19:16:47,Application,Error,2025-11-14 09:37:48.730000000
This computer was not able to set up a secure session with a domain controller in domain CARLYLEDC due to the following: We can't sign you in with this credential because your domain isn't available. Make sure your device is connected to your organization's network and try again. If you previously signed in on this device with another credential you can sign in with that credential. This may lead to authentication problems. Make sure that this computer is connected to the network. If the problem persists please contact your domain administrator.  ADDITIONAL INFO If this computer is a domain controller for the specified domain it sets up the secure session to the primary domain controller emulator in the specified domain. Otherwise this computer sets up the secure session to any domain controller in the specified domain.,5719,NETLOGON,System,LX1APDS02PV,2025-11-14 18:00:57,System,Error,2025-11-14 09:37:48.723000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  ldap/awsedccg1p.thecarlylegroup.local/thecarlylegroup.local@THECARLYLEGROUP.LOCAL  with error code "The SAM database on the Windows Server does not have a computer account for this workstation trust relationship. (0xc000018b)". Authentication was denied.,6038,LsaSrv,System,AWSDBSQ62PV,2025-11-14 20:18:28,System,Warning,2025-11-14 09:37:48.727000000
The system failed to register host (A or AAAA) resource records (RRs) for network adapterwith settings:           Adapter Name : {781D2A70-A5C2-4025-8B82-AD0126C79A40}           Host Name : LD5AIDBSQ01PV           Primary Domain Suffix : thecarlylegroup.local           DNS server list :             	10.19.48.2           Sent update to server : <?>           IP Address(es) :             10.19.48.152The reason the system could not register these RRs was because the DNS server failed the update request. The most likely cause of this is that the authoritative DNS server required to process this update request has a lock in place on the zone probably because a zone transfer is in progress.You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist contact your DNS server or network systems administrator.,8020,Microsoft-Windows-DNS-Client,System,LD5AIDBSQ01PV,2025-11-14 20:25:57,System,Warning,2025-11-14 09:37:48.727000000
SSPI handshake failed with error code 0x80090311 state 14 while establishing a connection with integrated security; the connection has been closed. Reason: AcceptSecurityContext failed. The operating system error code indicates the cause of failure. No authority could be contacted for authentication.   [CLIENT: 10.18.135.33],17835,MSSQLSERVER,Application,AWSDBSQ48PV,2025-11-14 22:10:37,Application,Error,2025-11-14 09:37:48.730000000
Secure Boot CA/keys need to be updated. This device signature information is included here.DeviceAttributes: BaseBoardManufacturer:;FirmwareManufacturer:SeaBIOS;FirmwareVersion:nutanix-ahv-4.20230302.1.2662.el8;OEMModelNumber:AHV;OEMModelBaseBoard:;OEMModelSystemFamily:Red Hat Enterprise Linux;OEMManufacturerName:Nutanix;OEMModelSKU:;OSArchitecture:amd64;BucketId: 4d84ec0f3d73e42c7df8ed73fddfd9062221865badb1c88eec8587807076dfe3BucketConfidenceLevel: UpdateType: 0HResult: The operation completed successfully.,1801,Microsoft-Windows-TPM-WMI,System,LX1APDS01PV,2025-11-14 15:35:50,System,Error,2025-11-14 09:37:48.733000000
An error occurred while using SSL configuration for endpoint 0.0.0.0:5986.  The error status code is contained within the returned data.,15021,Microsoft-Windows-HttpEvent,System,HC1DBSQ57PV,2025-11-14 22:38:32,System,Error,2025-11-14 09:37:48.733000000
The server service was unable to recreate the share new because the directory F:\new no longer exists.  Please run "net share new /delete" to delete the share or recreate the directory F:\new.,2511,Server,System,HC1DBSQ53PV,2025-11-14 01:11:46,System,Warning,2025-11-14 09:37:48.737000000
Application 'C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe' (pid 21012) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,HC1DBSQ64PV,2025-11-14 22:03:36,Application,Warning,2025-11-14 09:37:48.737000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService160,Application,LX1APDS02PV,2025-11-14 20:21:44,Application,Warning,2025-11-14 09:37:48.737000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,HC1DBSQ27PV,2025-11-14 21:06:00,Application,Error,2025-11-14 09:37:48.740000000
The attempt by user TCG\PPrakas.cw.SQLAdmin to logoff computer HC1DBSQ36PV failed,1077,User32,System,HC1DBSQ36Pv,2025-11-14 15:03:10,System,Warning,2025-11-14 09:37:48.740000000
The COM+ Event System failed to fire the DisplayUnlock method on event class {D5978630-5B9F-11D1-8DD2-00AA004ABD5E} for publisher  and subscriber . The display name of the subscription is "Visual Studio ISensLogon Subscription". The HRESULT was 8001010a.,4354,Microsoft-Windows-EventSystem,Application,HC1DBSQ39PV,2025-11-14 05:37:15,Application,Warning,2025-11-14 09:37:48.740000000
The SQL Server Agent (MSSQLSERVER) service depends on the SQL Server (MSSQLSERVER) service which failed to start because of the following error: The dependency service or group failed to start.,7001,Service Control Manager,System,LX1APDS01PV,2025-11-14 14:22:06,System,Error,2025-11-14 09:37:48.740000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService150,Application,AWSDBSQ51PV,2025-11-14 21:00:07,Application,Warning,2025-11-14 09:37:48.740000000
Secure Boot CA/keys need to be updated. This device signature information is included here.DeviceAttributes: BaseBoardManufacturer:;FirmwareManufacturer:SeaBIOS;FirmwareVersion:nutanix-ahv-4.20230302.1.2662.el8;OEMModelNumber:AHV;OEMModelBaseBoard:;OEMModelSystemFamily:Red Hat Enterprise Linux;OEMManufacturerName:Nutanix;OEMModelSKU:;OSArchitecture:amd64;BucketId: 4d84ec0f3d73e42c7df8ed73fddfd9062221865badb1c88eec8587807076dfe3BucketConfidenceLevel: UpdateType: 0HResult: The operation completed successfully.,1801,Microsoft-Windows-TPM-WMI,System,LX1APDS02PV,2025-11-14 20:24:28,System,Error,2025-11-14 09:37:48.740000000
Package "DataSupportCustom_MaintainJobStatus" failed.,12291,SQLISPackage130,Application,HC1DBSQ36Pv,2025-11-14 09:29:46,Application,Error,2025-11-14 09:37:48.743000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  ldap/AM1DCCG1PV.thecarlylegroup.local/thecarlylegroup.local@THECARLYLEGROUP.LOCAL  with error code "The specified account does not exist. (0xc0000064)". Authentication was denied.,6038,LsaSrv,System,HC1DBSQ60PV,2025-11-14 13:01:07,System,Warning,2025-11-14 09:37:48.743000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ70PV,2025-11-14 19:03:43,System,Warning,2025-11-14 09:37:48.743000000
Certificate for local system with Thumbprint 90 98 6e c1 2e b9 cf ec e1 2b 13 18 52 04 15 8d d8 7c 10 e1 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ70PV,2025-11-14 19:51:28,Application,Warning,2025-11-14 09:37:48.743000000
The winlogon notification subscriber <GPClient> was unavailable to handle a notification event.,6000,Microsoft-Windows-Winlogon,Application,HC1DBSQ62PV,2025-11-14 06:14:58,Application,Warning,2025-11-14 09:37:48.747000000
The Background Intelligent Transfer Service service terminated with the following error: Access is denied.,7034,Service Control Manager,System,AWSDBSQ50PV,2025-11-14 20:57:00,System,Error,2025-11-14 09:37:48.747000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService150,Application,LD5AIDBSQ01PV,2025-11-14 01:34:07,Application,Warning,2025-11-14 09:37:48.747000000
wmiprvse (8920D50) SoftwareUsageMetrics-Prv: Flush map file "C:\Windows\system32\LogFiles\Sum\{56B1CA11-FD36-41FA-B774-EB55E2AADB2E}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,LD5AIDBSQ01PV,2025-11-14 18:48:15,Application,Warning,2025-11-14 09:37:48.747000000
The login packet used to open the connection is structurally invalid; the connection has been closed. Please contact the vendor of the client library. [CLIENT: 10.14.5.200],9642,MSSQLSERVER,Application,HC1DBSQ21PV,2025-11-14 18:13:07,Application,Error,2025-11-14 09:37:48.750000000
Report Server (MSSQLSERVER) cannot load the TERADATA extension.,108,Report Server (MSSQLSERVER),Application,HC1DBSQ36Pv,2025-11-14 09:08:17,Application,Error,2025-11-14 09:37:48.750000000
Disk 9 has been surprise removed.,157,disk,System,HC1DBSQ60PV1,2025-11-14 19:49:50,System,Warning,2025-11-14 09:37:48.750000000
Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.,15,Microsoft-Windows-Wininit,System,HC1DBSQ60PV,2025-11-14 12:59:04,System,Warning,2025-11-14 09:37:48.750000000
Faulting application name: msiexec.exe version: 5.0.17763.7792 time stamp: 0xa8f28edcFaulting module name: shcore.dll version: 10.0.17763.5933 time stamp: 0xd91d4b8eException code: 0xc0000409Fault offset: 0x0000000000049594Faulting process id: 0x4e8Faulting application start time: 0x01dc4606cc2b3f34Faulting application path: C:\WINDOWS\system32\msiexec.exeFaulting module path: C:\WINDOWS\System32\shcore.dllReport Id: ce75b64f-7f3c-44b9-955f-b2dbd4ba5544Faulting package full name: Faulting package-relative application ID: ,1000,Application Error,Application,HC1DBSQ35PV,2025-11-14 20:03:44,Application,Error,2025-11-14 09:37:48.753000000
The previous system shutdown at 3:38:28 AM on ?10/?26/?2025 was unexpected.,6008,EventLog,System,HC1DBSQ62PV,2025-11-14 03:39:29,System,Error,2025-11-14 09:37:48.753000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,HC1DBSQ62PV,2025-11-14 06:35:58,Application,Error,2025-11-14 09:37:48.753000000
Cryptographic Services failed while processing the OnIdentity() call in the System Writer Object.Details:AddLegacyDriverFiles: Unable to back up image of binary Symantec Network Security WFP Driver.System Error:The system cannot find the file specified..,513,Microsoft-Windows-CAPI2,Application,AWSDBSQ48PV,2025-11-14 23:56:18,Application,Error,2025-11-14 09:37:48.753000000
Application 'C:\Windows\System32\wbem\WmiPrvSE.exe' (pid 5116) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,AWSDBSQ48PV,2025-11-14 22:07:34,Application,Warning,2025-11-14 09:37:48.757000000
The device \Device\Harddisk9\DR9 is not ready for access yet.,15,disk,System,HC1DBSQ60PV,2025-11-14 20:31:30,System,Error,2025-11-14 09:37:48.757000000
The server Microsoft.Windows.Cortana_1.11.6.17763_neutral_neutral_cw5n1h2txyewy!CortanaUI.AppXd4tad4d57t4wtdbnnmb8v2xtzym8c1n8.mca did not register with DCOM within the required timeout.,10010,Microsoft-Windows-DistributedCOM,System,HC1DBSQ39PV,2025-11-14 05:41:22,System,Error,2025-11-14 09:37:48.757000000
Application popup:  : Execute package complete:	Package ID: CSFalconServiceUninstallTool_x64.exe	Version: 7.27.19909.0	Result: 0xffffffffBundle Info:	BundleName: CrowdStrike Windows Sensor	BundleVersion: 7.27.19909.0	BundleId: {de1449be-1e6c-4f7e-8e98-1ad69a99648c},26,CrowdStrikeSetup,System,HC1DBSQ45PV,2025-11-14 03:16:33,system,Warning,2025-11-14 09:37:48.757000000
SSL error while writing stream; tls_error='SSL routines:tls_process_server_certificate:certificate verify failed',154,syslog-ng Agent,Application,LX1APDS01PV,2025-11-14 14:24:52,Application,Error,2025-11-14 09:37:48.760000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,AWSDBSQ48PV,2025-11-14 11:15:42,System,Warning,2025-11-14 09:37:48.760000000
The attempt by user TCG\mKarthikeyudu.cw.SQL to logoff computer LX1APDS02PV failed,1077,User32,System,LX1APDS02PV,2025-11-14 18:36:38,System,Warning,2025-11-14 09:37:48.760000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  ldap/HC1DCCG1PV.thecarlylegroup.local/thecarlylegroup.local@THECARLYLEGROUP.LOCAL  with error code "The SAM database on the Windows Server does not have a computer account for this workstation trust relationship. (0xc000018b)". Authentication was denied.,6038,LsaSrv,System,HC1DBSQ57PV,2025-11-14 07:05:32,System,Warning,2025-11-14 09:37:48.760000000
The browser service was unable to retrieve a list of servers from the browser master \\HC1DBSQ23PV on the network \Device\NetBT_Tcpip_{1230B2A4-8CC8-43F8-9C48-13BF21864B02}.  Browser master: \\HC1DBSQ23PV Network: \Device\NetBT_Tcpip_{1230B2A4-8CC8-43F8-9C48-13BF21864B02}  This event may be caused by a temporary loss of network connectivity. If this message appears again verify that the server is still connected to the network. The return code is in the Data text box.,8021,BROWSER,System,HC1DBSQ64PV,2025-11-14 00:47:00,System,Warning,2025-11-14 09:37:48.760000000
Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.,15,Microsoft-Windows-Wininit,System,HC1DBSQ60PV1,2025-11-14 00:27:30,System,Warning,2025-11-14 09:37:48.763000000
Can't read message from channel; channel='Security' previous_read_id='307251845' Error='The remote procedure call was cancelled.\x0d\x0a',163,syslog-ng Agent,Application,HC1DBSQ62PV,2025-11-14 03:56:37,Application,Error,2025-11-14 09:37:48.763000000
The COM+ Event System failed to fire the DisplayLock method on event class {D5978630-5B9F-11D1-8DD2-00AA004ABD5E} for publisher  and subscriber . The display name of the subscription is "Visual Studio ISensLogon Subscription". The HRESULT was 8001010a.,4354,Microsoft-Windows-EventSystem,Application,HC1DBSQ54PV,2025-11-14 22:28:03,Application,Warning,2025-11-14 09:37:48.763000000
Application 'C:\ProgramData\ApexSQL\ApexSQLAudit\Auditing\MSSQLSERVER\Bin\ApexSQL.Audit.Processor.Distributed.exe' (pid 9204) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,LD5AIDBSQ01PV,2025-11-14 07:04:44,Application,Warning,2025-11-14 09:37:48.767000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,HC1DBSQ70PV,2025-11-14 21:01:26,Application,Error,2025-11-14 09:37:48.767000000
Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.,15,Microsoft-Windows-Wininit,System,LX1APDS01PV,2025-11-14 14:19:45,System,Warning,2025-11-14 09:37:48.767000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,HC1DBSQ57PV,2025-11-14 19:03:02,System,Error,2025-11-14 09:37:48.767000000
Unable to open the Server service performance object. The first four bytes (DWORD) of the Data section contains the status code.,2004,Microsoft-Windows-PerfNet,Application,AWSDBSQ48PV,2025-11-14 11:16:23,Application,Error,2025-11-14 09:37:48.770000000
The MSSQLLaunchpad service failed to start due to the following error: The service did not respond to the start or control request in a timely fashion.,7009,Service Control Manager,System,HC1DBSQ39PV,2025-11-14 05:17:05,System,Error,2025-11-14 09:37:48.770000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,AWSDBSQ62PV,2025-11-14 20:11:50,System,Warning,2025-11-14 09:37:48.770000000
OLE DB error: OLE DB or ODBC error: Unspecified error; The connection is no longer usable because the server failed to respond to a command cancellation for a previously executed statement in a timely manner. Possible causes include application deadlocks or the server being overloaded. Open a new connection and re-try the operation.; 08S01.,6,MSSQLServerOLAPService,Application,HC1DBSQ39PV,2025-11-14 06:06:21,Application,Error,2025-11-14 09:37:48.770000000
The login packet used to open the connection is structurally invalid; the connection has been closed. Please contact the vendor of the client library. [CLIENT: 10.14.5.200],17836,MSSQLSERVER,Application,HC1DBSQ45PV,2025-11-14 18:10:54,application,Error,2025-11-14 09:37:48.770000000
The Open Procedure for service "BITS" in DLL "C:\Windows\System32\bitsperf.dll" failed. Performance data for this service will not be available. The first four bytes (DWORD) of the Data section contains the error code.,1008,Microsoft-Windows-Perflib,Application,HC1DBSQ55Pv,2025-11-14 23:33:45,application,Error,2025-11-14 09:37:48.770000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed. The SSPI client process is svchost[TermService] (PID: 1336).,36874,Schannel,System,HC1DBSQ60PV,2025-11-14 20:28:09,System,Error,2025-11-14 09:37:48.773000000
The Background Intelligent Transfer Service service terminated with the following service-specific error: A system shutdown is in progress. ,7024,Service Control Manager,System,HC1DBSQ60PV,2025-11-14 13:01:31,System,Error,2025-11-14 09:37:48.773000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,AWSDBSQ51PV,2025-11-14 21:06:18,Application,Error,2025-11-14 09:37:48.773000000
Certificate enrollment for Local system failed to enroll for a VirtualWorkstation-NONTPM certificate with request ID N/A from hc1adcs1pv.thecarlylegroup.local\Carlyle-Enterprise-Sub-CA (One or more arguments are not correct. 0x800700a0 (WIN32/HTTP: 160 ERROR_BAD_ARGUMENTS)).,82,Microsoft-Windows-CertificateServicesClient-CertEnroll,Application,HC1DBSQ45PV,2025-11-14 22:21:59,application,Error,2025-11-14 09:37:48.773000000
Database Engine Instance=HC1DBSQ21PV;Mail PID=7752;Error Message:The connection is not open.,0,DatabaseMail,Application,HC1DBSQ21PV,2025-11-14 04:00:49,Application,Error,2025-11-14 09:37:48.777000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,LX1APDS01PV,2025-11-14 14:19:51,Application,Error,2025-11-14 09:37:48.777000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService150,Application,HC1DBSQ70PV,2025-11-14 03:51:19,Application,Warning,2025-11-14 09:37:48.777000000
The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID {21B896BF-008D-4D01-A27B-26061B960DD7} and APPID {03E09F3B-DCE4-44FE-A9CF-82D050827E1C} to the user TCG\VaKannan.admin SID (S-1-5-21-515967899-1580436667-839522115-12357) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.,10016,Microsoft-Windows-DistributedCOM,System,LX1APDS01PV,2025-11-14 16:38:22,System,Warning,2025-11-14 09:37:48.777000000
The system failed to register host (A or AAAA) resource records (RRs) for network adapterwith settings:           Adapter Name : {446B0714-C502-4E4B-A889-59BF575220C9}           Host Name : AWSDBSQ62PV           Primary Domain Suffix : thecarlylegroup.local           DNS server list :             	10.18.128.2           Sent update to server : <?>           IP Address(es) :             10.18.135.180The reason the system could not register these RRs was because the DNS server failed the update request. The most likely cause of this is that the authoritative DNS server required to process this update request has a lock in place on the zone probably because a zone transfer is in progress.You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist contact your DNS server or network systems administrator.,8020,Microsoft-Windows-DNS-Client,System,AWSDBSQ62PV,2025-11-14 20:12:15,System,Warning,2025-11-14 09:37:48.780000000
Certificate for local system with Thumbprint f2 d1 40 70 28 b7 79 ea e5 e9 3d 81 48 05 58 ef 77 db c6 a1 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ62PV,2025-11-14 23:52:33,Application,Warning,2025-11-14 09:37:48.780000000
The attempt by user TCG\mKarthikeyudu.cw.SQL to logoff computer HC1DBSQ53PV failed,1077,User32,System,HC1DBSQ53PV,2025-11-14 19:31:11,System,Warning,2025-11-14 09:37:48.780000000
The server {9AA46009-3CE0-458A-A354-715610A075E6} did not register with DCOM within the required timeout.,10010,Microsoft-Windows-DistributedCOM,System,HC1DBSQ60PV1,2025-11-14 15:39:24,System,Error,2025-11-14 09:37:48.780000000
Current server is unaccessible switching to a failover host; current='hc1siem20p.thecarlylegroup.local' failover='dr1siem22p.thecarlylegroup.local',206,syslog-ng Agent,Application,HC1DBSQ27PV,2025-11-14 00:09:20,Application,Warning,2025-11-14 09:37:48.780000000
Windows has backed up this user profile. Windows will automatically try to use the backup profile the next time this user logs on.,1515,Microsoft-Windows-User Profiles Service,Application,HC1DBSQ39PV,2025-11-14 05:19:25,Application,Error,2025-11-14 09:37:48.780000000
The configuration information of the performance library "C:\Windows\System32\perfts.dll" for the "TermService" service does not match the trusted performance library information stored in the registry. The functions in this library will not be treated as trusted.,2003,Microsoft-Windows-Perflib,Application,HC1DBSQ27PV,2025-11-14 03:07:51,Application,Warning,2025-11-14 09:37:48.783000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  ldap/thecarlylegroup.local/thecarlylegroup.local@THECARLYLEGROUP.LOCAL  with error code "The SAM database on the Windows Server does not have a computer account for this workstation trust relationship. (0xc000018b)". Authentication was denied.,6038,LsaSrv,System,AWSDBSQ51PV,2025-11-14 23:49:29,System,Warning,2025-11-14 09:37:48.783000000
